10MAINBKGRP20260607IE12BOFI90000012345678EUR
20TX-2026-000120260607PMT-REF-20001                 000000001001CRINV-2026-8001            Party_1                       
20TX-2026-031620260607PMT-REF-20316                 000000001316CRINV-2026-8316            Party_316                     
20TX-2026-031720260607PMT-REF-20317                 000000001317CRINV-2026-8317            Party_317                     
20TX-2026-031820260607PMT-REF-20318                 000000001318CRINV-2026-8318            Party_318                     
20TX-2026-031920260607PMT-REF-20319                 000000001319CRINV-2026-8319            Party_319                     
20TX-2026-032020260607PMT-REF-20320                 000000001320CRINV-2026-8320            Party_320                     
20TX-2026-032120260607PMT-REF-20321                 000000001321CRINV-2026-8321            Party_321                     
20TX-2026-032220260607PMT-REF-20322                 000000001322CRINV-2026-8322            Party_322                     
20TX-2026-032320260607PMT-REF-20323                 000000001323CRINV-2026-8323            Party_323                     
20TX-2026-032420260607PMT-REF-20324                 000000001324CRINV-2026-8324            Party_324                     
20TX-2026-032520260607PMT-REF-20325                 000000001325CRINV-2026-8325            Party_325                     
20TX-2026-032620260607PMT-REF-20326                 000000001326CRINV-2026-8326            Party_326                     
20TX-2026-032720260607PMT-REF-20327                 000000001327CRINV-2026-8327            Party_327                     
20TX-2026-032820260607PMT-REF-20328                 000000001328CRINV-2026-8328            Party_328                     
20TX-2026-032920260607PMT-REF-20329                 000000001329CRINV-2026-8329            Party_329                     
20TX-2026-033020260607PMT-REF-20330                 000000001330CRINV-2026-8330            Party_330                     
20TX-2026-033120260607PMT-REF-20331                 000000001331CRINV-2026-8331            Party_331                     
20TX-2026-033220260607PMT-REF-20332                 000000001332CRINV-2026-8332            Party_332                     
20TX-2026-033320260607PMT-REF-20333                 000000001333CRINV-2026-8333            Party_333                     
20TX-2026-033420260607PMT-REF-20334                 000000001334CRINV-2026-8334            Party_334                     
20TX-2026-033520260607PMT-REF-20335                 000000001335CRINV-2026-8335            Party_335                     
20TX-2026-033620260607PMT-REF-20336                 000000001336CRINV-2026-8336            Party_336                     
20TX-2026-033720260607PMT-REF-20337                 000000001337CRINV-2026-8337            Party_337                     
20TX-2026-033820260607PMT-REF-20338                 000000001338CRINV-2026-8338            Party_338                     
20TX-2026-033920260607PMT-REF-20339                 000000001339CRINV-2026-8339            Party_339                     
20TX-2026-034020260607PMT-REF-20340                 000000001340CRINV-2026-8340            Party_340                     
20TX-2026-034120260607PMT-REF-20341                 000000001341CRINV-2026-8341            Party_341                     
20TX-2026-034220260607PMT-REF-20342                 000000001342CRINV-2026-8342            Party_342                     
20TX-2026-034320260607PMT-REF-20343                 000000001343CRINV-2026-8343            Party_343                     
20TX-2026-034420260607PMT-REF-20344                 000000001344CRINV-2026-8344            Party_344                     
20TX-2026-034520260607PMT-REF-20345                 000000001345CRINV-2026-8345            Party_345                     
20TX-2026-034620260607PMT-REF-20346                 000000001346CRINV-2026-8346            Party_346                     
20TX-2026-034720260607PMT-REF-20347                 000000001347CRINV-2026-8347            Party_347                     
20TX-2026-034820260607PMT-REF-20348                 000000001348CRINV-2026-8348            Party_348                     
20TX-2026-034920260607PMT-REF-20349                 000000001349CRINV-2026-8349            Party_349                     
20TX-2026-035020260607PMT-REF-20350                 000000001350CRINV-2026-8350            Party_350                     
20TX-2026-035120260607PMT-REF-20351                 000000001351CRINV-2026-8351            Party_351                     
20TX-2026-035220260607PMT-REF-20352                 000000001352CRINV-2026-8352            Party_352                     
20TX-2026-035320260607PMT-REF-20353                 000000001353CRINV-2026-8353            Party_353                     
20TX-2026-035420260607PMT-REF-20354                 000000001354CRINV-2026-8354            Party_354                     
20TX-2026-035520260607PMT-REF-20355                 000000001355CRINV-2026-8355            Party_355                     
20TX-2026-035620260607PMT-REF-20356                 000000001356CRINV-2026-8356            Party_356                     
20TX-2026-035720260607PMT-REF-20357                 000000001357CRINV-2026-8357            Party_357                     
20TX-2026-035820260607PMT-REF-20358                 000000001358CRINV-2026-8358            Party_358                     
20TX-2026-035920260607PMT-REF-20359                 000000001359CRINV-2026-8359            Party_359                     
20TX-2026-036020260607PMT-REF-20360                 000000001360CRINV-2026-8360            Party_360                     
20TX-2026-036120260607PMT-REF-20361                 000000001361CRINV-2026-8361            Party_361                     
20TX-2026-036220260607PMT-REF-20362                 000000001362CRINV-2026-8362            Party_362                     
20TX-2026-036320260607PMT-REF-20363                 000000001363CRINV-2026-8363            Party_363                     
20TX-2026-036420260607PMT-REF-20364                 000000001364CRINV-2026-8364            Party_364                     
20TX-2026-036520260607PMT-REF-20365                 000000001365CRINV-2026-8365            Party_365                     
20TX-2026-036620260607PMT-REF-20366                 000000001366CRINV-2026-8366            Party_366                     
20TX-2026-036720260607PMT-REF-20367                 000000001367CRINV-2026-8367            Party_367                     
20TX-2026-036820260607PMT-REF-20368                 000000001368CRINV-2026-8368            Party_368                     
20TX-2026-036920260607PMT-REF-20369                 000000001369CRINV-2026-8369            Party_369                     
